NodeType,ID,color
8,XC_0551 148..156,#A89479
10,XC_0551 205..213,#D45386
4,XC_0553 110..118,#874DBB
1,XC_0553 87..95,#80C8B4
21,XC_0554 115..123,#42593E
16,XC_0554 79..87,#8E6299
14,XC_0556 107..115,#7E9AA5
15,XC_0556 26..34,#717CBD
1,XC_0557 1..9,#80C8B4
23,XC_0557 137..145,#482D42
22,XC_0558 211..219,#3A3E3E
20,XC_0559 204..214,#666637
24,XC_0560 144..152,#693C57
20,XC_0560 220..228,#666637
4,XC_0560 72..80,#874DBB
20,XC_0561 11..19,#666637
7,XC_0561 188..196,#93CB5D
20,XC_0561 78..86,#666637
9,XC_0564 238..246,#C15A92
14,XC_0566 1..11,#7E9AA5
12,XC_0566 26..36,#CCA64E
24,XC_0567 51..61,#693C57
7,XC_0570 102..112,#93CB5D
22,XC_0570 171..179,#3A3E3E
22,XC_0570 174..182,#3A3E3E
24,XC_0570 218..226,#693C57
10,XC_0571 14..22,#D45386
3,XC_0571 165..173,#8749CE
4,XC_0572 132..140,#874DBB
23,XC_0577 66..80,#482D42
12,XC_0579 174..182,#CCA64E
13,XC_0579 79..87,#A6AF6F
12,XC_0580 150..158,#CCA64E
2,XC_0580 42..50,#847BC8
12,XC_0582 197..205,#CCA64E
4,XC_0583 134..142,#874DBB
20,XC_0583 78..86,#666637
16,XC_0588 125..133,#8E6299
2,XC_0588 24..32,#847BC8
2,XC_0588 25..33,#847BC8
22,XC_0588 45..53,#3A3E3E
2,XC_0589 16..24,#847BC8
8,XC_0589 170..178,#A89479
5,XC_0589 34..44,#85888E
3,XC_0590 102..112,#8749CE
23,XC_0590 121..129,#482D42
19,XC_0590 163..171,#9A5F2B
16,XC_0591 203..211,#8E6299
2,XC_0592 98..106,#847BC8
2,XC_0594 186..194,#847BC8
22,XC_0595 110..118,#3A3E3E
16,XC_0595 50..58,#8E6299
20,XC_0595 57..67,#666637
1,XC_0595 92..100,#80C8B4
10,XC_0596 101..109,#D45386
14,XC_0596 119..127,#7E9AA5
21,XC_0596 152..162,#42593E
2,XC_0596 161..169,#847BC8
12,XC_0597 60..68,#CCA64E
16,XC_0600 225..233,#8E6299
7,XC_0600 95..105,#93CB5D
16,XC_0601 139..147,#8E6299
14,XC_0601 215..223,#7E9AA5
16,XC_0603 166..174,#8E6299
20,XC_0604 179..189,#666637
22,XC_0604 199..207,#3A3E3E
10,XC_0605 15..23,#D45386
21,XC_0606 127..135,#42593E
18,XC_0606 200..214,#BD5430
16,XC_0607 205..213,#8E6299
16,XC_0607 27..37,#8E6299
23,XC_0608 115..123,#482D42
15,XC_0608 206..214,#717CBD
11,XC_0609 153..161,#DA7B61
12,XC_0609 36..44,#CCA64E
20,XC_0611 197..205,#666637
20,XC_0611 51..59,#666637
22,XC_0612 171..179,#3A3E3E
14,XC_0613 243..251,#7E9AA5
7,XC_0614 112..122,#93CB5D
4,XC_0616 78..86,#874DBB
23,XC_0617 80..88,#482D42
19,XC_0618 22..30,#9A5F2B
12,XC_0618 33..41,#CCA64E
16,XC_0619 122..130,#8E6299
23,XC_0619 142..152,#482D42
20,XC_0619 99..109,#666637
10,XC_0620 13..21,#D45386
25,XC_0620 145..153,#96677C
25,XC_0620 147..155,#96677C
19,XC_0620 96..104,#9A5F2B
20,XC_0621 196..204,#666637
21,XC_0623 1..11,#42593E
15,XC_0623 10..20,#717CBD
19,XC_0624 61..69,#9A5F2B
15,XC_0625 208..216,#717CBD
19,XC_0625 239..247,#9A5F2B
3,XC_0627 240..248,#8749CE
22,XC_0628 109..121,#3A3E3E
3,XC_0629 6..14,#8749CE
14,XC_0629 9..19,#7E9AA5
4,XC_0630 152..160,#874DBB
10,XC_0630 165..173,#D45386
4,XC_0630 181..189,#874DBB
20,XC_0631 187..199,#666637
8,XC_0633 163..173,#A89479
23,XC_0633 88..96,#482D42
24,XC_0634 183..195,#693C57
20,XC_0634 191..199,#666637
7,XC_0634 33..43,#93CB5D
21,XC_0634 36..44,#42593E
25,XC_0635 234..242,#96677C
10,XC_0635 34..42,#D45386
21,XC_0637 162..172,#42593E
9,XC_0637 198..206,#C15A92
19,XC_0639 27..37,#9A5F2B
17,XC_0641 52..62,#B5545B
1,XC_0641 93..101,#80C8B4
1,XC_0643 14..24,#80C8B4
21,XC_0646 109..117,#42593E
21,XC_0646 37..45,#42593E
12,XC_0648 134..142,#CCA64E
21,XC_0648 171..179,#42593E
24,XC_0648 176..186,#693C57
2,XC_0648 91..99,#847BC8
10,XC_0649 116..124,#D45386
19,XC_0649 91..99,#9A5F2B
22,XC_0650 102..110,#3A3E3E
20,XC_0650 120..130,#666637
23,XC_0650 87..95,#482D42
21,XC_0651 157..167,#42593E
4,XC_0651 17..25,#874DBB
1,XC_0651 177..185,#80C8B4
24,XC_0651 192..200,#693C57
15,XC_0652 167..175,#717CBD
22,XC_0653 123..131,#3A3E3E
24,XC_0653 29..37,#693C57
10,XC_0653 74..82,#D45386
10,XC_0654 112..120,#D45386
24,XC_0654 19..29,#693C57
5,XC_0656 127..135,#85888E
25,XC_0656 171..179,#96677C
19,XC_0656 186..194,#9A5F2B
2,XC_0657 148..156,#847BC8
1,XC_0657 160..168,#80C8B4
16,XC_0660 182..190,#8E6299
6,XC_0660 201..209,#87C564
12,XC_0661 138..148,#CCA64E
7,XC_0661 172..182,#93CB5D
7,XC_0662 183..191,#93CB5D
15,XC_0662 46..58,#717CBD
1,XC_0663 131..139,#80C8B4
12,XC_0663 21..33,#CCA64E
7,XC_0663 224..232,#93CB5D
7,XC_0664 126..136,#93CB5D
2,XC_0664 228..236,#847BC8
19,XC_0664 62..70,#9A5F2B
12,XC_0665 110..118,#CCA64E
13,XC_0665 182..190,#A6AF6F
6,XC_0666 195..203,#87C564
2,XC_0666 32..42,#847BC8
25,XC_0667 181..189,#96677C
15,XC_0670 105..115,#717CBD
2,XC_0671 186..194,#847BC8
2,XC_0671 189..197,#847BC8
21,XC_0671 50..58,#42593E
22,XC_0672 128..136,#3A3E3E
16,XC_0673 163..171,#8E6299
21,XC_0673 61..69,#42593E
19,XC_0674 123..131,#9A5F2B
23,XC_0674 85..93,#482D42
21,XC_0675 81..89,#42593E
22,XC_0676 227..235,#3A3E3E
23,XC_0677 30..38,#482D42
8,XC_0677 34..42,#A89479
20,XC_0678 101..109,#666637
21,XC_0678 9..17,#42593E
18,XC_0679 100..118,#BD5430
12,XC_0679 105..113,#CCA64E
13,XC_0681 155..163,#A6AF6F
12,XC_0681 83..91,#CCA64E
16,XC_0682 169..179,#8E6299
22,XC_0682 177..187,#3A3E3E
13,XC_0684 152..160,#A6AF6F
23,XC_0684 3..13,#482D42
2,XC_0685 146..154,#847BC8
10,XC_0685 9..17,#D45386
9,XC_0687 36..44,#C15A92
5,XC_0688 234..242,#85888E
15,XC_0689 45..53,#717CBD
7,XC_0690 152..160,#93CB5D
21,XC_0690 175..183,#42593E
22,XC_0690 178..188,#3A3E3E
21,XC_0691 38..48,#42593E
20,XC_0691 43..51,#666637
21,XC_0691 66..74,#42593E
14,XC_0692 237..247,#7E9AA5
16,XC_0692 99..107,#8E6299
22,XC_0695 195..203,#3A3E3E
19,XC_0698 181..189,#9A5F2B
5,XC_0700 163..171,#85888E
11,XC_0700 199..207,#DA7B61
19,XC_0700 238..246,#9A5F2B
14,XC_0701 118..126,#7E9AA5
19,XC_0701 92..102,#9A5F2B
13,XC_0703 95..103,#A6AF6F
9,XC_0705 106..114,#C15A92
25,XC_0705 228..238,#96677C
9,XC_0706 227..235,#C15A92
19,XC_0707 123..131,#9A5F2B
6,XC_0707 174..182,#87C564
24,XC_0708 90..98,#693C57
20,XC_0709 187..197,#666637
9,XC_0709 5..13,#C15A92
19,XC_0710 150..158,#9A5F2B
9,XC_0711 177..185,#C15A92
2,XC_0711 213..221,#847BC8
25,XC_0713 15..23,#96677C
23,XC_0713 160..170,#482D42
14,XC_0713 227..235,#7E9AA5
10,XC_0715 61..69,#D45386
21,XC_0720 159..167,#42593E
10,XC_0721 160..168,#D45386
20,XC_0722 155..163,#666637
22,XC_0722 200..208,#3A3E3E
23,XC_0723 110..118,#482D42
22,XC_0723 71..81,#3A3E3E
22,XC_0724 193..201,#3A3E3E
10,XC_0724 33..41,#D45386
19,XC_0724 42..50,#9A5F2B
21,XC_0725 205..213,#42593E
4,XC_0725 25..33,#874DBB
24,XC_0726 229..237,#693C57
23,XC_0727 107..115,#482D42
2,XC_0727 31..45,#847BC8
10,XC_0728 77..87,#D45386
21,XC_0729 130..140,#42593E
25,XC_0729 195..203,#96677C
9,XC_0730 171..181,#C15A92
20,XC_0731 161..171,#666637
9,XC_0731 213..221,#C15A92
2,XC_0732 181..189,#847BC8
23,XC_0733 229..237,#482D42
10,XC_0733 94..102,#D45386
17,XC_0734 2..14,#B5545B
1,XC_0734 69..77,#80C8B4
15,XC_0736 70..78,#717CBD
9,XC_0738 136..144,#C15A92
13,XC_0739 164..172,#A6AF6F
10,XC_0739 39..47,#D45386
21,XC_0740 228..238,#42593E
21,XC_0741 154..162,#42593E
13,XC_0741 236..246,#A6AF6F
16,XC_0742 100..108,#8E6299
10,XC_0742 24..32,#D45386
7,XC_0743 12..20,#93CB5D
8,XC_0744 172..180,#A89479
2,XC_0744 216..224,#847BC8
15,XC_0744 28..36,#717CBD
22,XC_0744 33..41,#3A3E3E
1,XC_0744 65..75,#80C8B4
7,XC_0745 81..91,#93CB5D
21,XC_0747 28..36,#42593E
23,XC_0748 110..118,#482D42
20,XC_0749 6..14,#666637
21,XC_0749 74..84,#42593E
20,XC_0750 149..157,#666637
17,XC_0751 125..139,#B5545B
3,XC_0752 136..144,#8749CE
19,XC_0752 97..109,#9A5F2B
23,XC_0753 100..108,#482D42
18,XC_0753 174..190,#BD5430
22,XC_0753 52..64,#3A3E3E
9,XC_0755 111..119,#C15A92
13,XC_0756 38..48,#A6AF6F
8,XC_0757 164..172,#A89479
3,XC_0757 85..93,#8749CE
9,XC_0758 190..198,#C15A92
19,XC_0759 104..112,#9A5F2B
21,XC_0759 40..48,#42593E
19,XC_0763 106..114,#9A5F2B
9,XC_0764 108..116,#C15A92
18,XC_0764 139..153,#BD5430
21,XC_0764 196..206,#42593E
15,XC_0765 170..178,#717CBD
23,XC_0765 175..183,#482D42
1,XC_0766 166..174,#80C8B4
19,XC_0766 52..60,#9A5F2B
10,XC_0767 1..9,#D45386
22,XC_0767 125..133,#3A3E3E
9,XC_0767 239..247,#C15A92
15,XC_0768 139..147,#717CBD
21,XC_0768 50..58,#42593E
23,XC_0769 64..72,#482D42
15,XC_0770 172..180,#717CBD
13,XC_0771 187..195,#A6AF6F
8,XC_0772 237..245,#A89479
2,XC_0772 93..101,#847BC8
3,XC_0773 162..170,#8749CE
15,XC_0773 72..80,#717CBD
16,XC_0774 222..230,#8E6299
17,XC_0775 128..138,#B5545B
3,XC_0775 160..174,#8749CE
21,XC_0775 207..215,#42593E
14,XC_0775 46..56,#7E9AA5
25,XC_0778 44..54,#96677C
10,XC_0782 11..19,#D45386
15,XC_0782 165..173,#717CBD
22,XC_0783 14..22,#3A3E3E
20,XC_0783 156..164,#666637
8,XC_0783 205..213,#A89479
24,XC_0784 154..162,#693C57
13,XC_0789 194..204,#A6AF6F
3,XC_0789 7..15,#8749CE
13,XC_0790 123..133,#A6AF6F
20,XC_0790 71..81,#666637
21,XC_0791 100..108,#42593E
20,XC_0791 156..164,#666637
21,XC_0791 160..168,#42593E
14,XC_0791 60..68,#7E9AA5
7,XC_0791 90..100,#93CB5D
20,XC_0791 96..104,#666637
4,XC_0792 111..119,#874DBB
12,XC_0793 221..231,#CCA64E
6,XC_0793 34..42,#87C564
21,XC_0794 151..161,#42593E
20,XC_0794 185..193,#666637
22,XC_0796 44..54,#3A3E3E
16,XC_0798 243..251,#8E6299
7,XC_0800 149..157,#93CB5D
10,XC_0801 189..197,#D45386
9,XC_0802 163..173,#C15A92
15,XC_0802 169..179,#717CBD
20,XC_0804 157..165,#666637
23,XC_0804 98..106,#482D42
14,XC_0805 120..128,#7E9AA5
20,XC_0805 175..185,#666637
16,XC_0806 242..250,#8E6299
2,XC_0807 5..13,#847BC8
25,XC_0808 21..31,#96677C
25,XC_0808 25..33,#96677C
5,XC_0809 169..179,#85888E
15,XC_0810 87..95,#717CBD
2,XC_0813 57..65,#847BC8
1,XC_0813 79..87,#80C8B4
10,XC_0814 138..146,#D45386
2,XC_0814 196..206,#847BC8
2,XC_0814 202..210,#847BC8
7,XC_0814 50..58,#93CB5D
2,XC_0815 79..87,#847BC8
22,XC_0818 229..237,#3A3E3E
22,XC_0818 232..240,#3A3E3E
13,XC_0819 207..215,#A6AF6F
22,XC_0819 215..223,#3A3E3E
24,XC_0819 67..75,#693C57
23,XC_0820 135..143,#482D42
19,XC_0821 10..18,#9A5F2B
7,XC_0821 64..74,#93CB5D
10,XC_0822 115..123,#D45386
8,XC_0822 174..182,#A89479
15,XC_0822 229..237,#717CBD
15,XC_0823 232..240,#717CBD
8,XC_0823 41..49,#A89479
15,XC_0824 24..32,#717CBD
19,XC_0824 75..83,#9A5F2B
14,XC_0825 14..22,#7E9AA5
7,XC_0825 55..65,#93CB5D
16,XC_0826 167..175,#8E6299
13,XC_0827 200..210,#A6AF6F
23,XC_0827 225..233,#482D42
14,XC_0828 128..136,#7E9AA5
8,XC_0828 148..160,#A89479
21,XC_0828 80..88,#42593E
15,XC_0830 46..54,#717CBD
13,XC_0831 242..250,#A6AF6F
13,XC_0835 140..148,#A6AF6F
18,XC_0838 1..15,#BD5430
7,XC_0838 98..106,#93CB5D
7,XC_0839 123..133,#93CB5D
22,XC_0840 208..216,#3A3E3E
16,XC_0841 119..131,#8E6299
17,XC_0841 28..38,#B5545B
16,XC_0841 97..105,#8E6299
21,XC_0843 199..207,#42593E
22,XC_0843 93..101,#3A3E3E
11,XC_0844 176..184,#DA7B61
17,XC_0844 96..106,#B5545B
2,XC_0847 160..168,#847BC8
16,XC_0848 102..110,#8E6299
15,XC_0849 112..120,#717CBD
10,XC_0850 134..142,#D45386
19,XC_0852 33..41,#9A5F2B
20,XC_0853 61..69,#666637
12,XC_0853 74..82,#CCA64E
8,XC_0853 96..108,#A89479
8,XC_0854 145..157,#A89479
23,XC_0854 171..179,#482D42
21,XC_0854 184..192,#42593E
20,XC_0855 20..28,#666637
6,XC_0856 237..245,#87C564
3,XC_0857 16..24,#8749CE
6,XC_0861 178..186,#87C564
11,XC_0861 22..30,#DA7B61
4,XC_0863 50..58,#874DBB
7,XC_0863 67..75,#93CB5D
10,XC_0864 141..149,#D45386
6,XC_0864 237..245,#87C564
9,XC_0867 171..179,#C15A92
13,XC_0868 65..73,#A6AF6F
5,XC_0869 127..135,#85888E
16,XC_0870 243..251,#8E6299
22,XC_0870 6..14,#3A3E3E
24,XC_0872 119..127,#693C57
2,XC_0872 233..241,#847BC8
25,XC_0873 102..110,#96677C
23,XC_0873 216..224,#482D42
3,XC_0873 40..50,#8749CE
15,XC_0873 5..13,#717CBD
2,XC_0873 76..88,#847BC8
24,XC_0874 14..26,#693C57
6,XC_0874 28..36,#87C564
2,XC_0875 170..178,#847BC8
2,XC_0875 32..40,#847BC8
20,XC_0875 68..76,#666637
7,XC_0877 192..200,#93CB5D
22,XC_0877 222..230,#3A3E3E
10,XC_0878 49..57,#D45386
21,XC_0878 79..87,#42593E
25,XC_0879 241..251,#96677C
9,XC_0880 15..25,#C15A92
23,XC_0882 127..135,#482D42
12,XC_0882 136..146,#CCA64E
4,XC_0883 38..50,#874DBB
16,XC_0884 83..91,#8E6299
2,XC_0885 196..204,#847BC8
21,XC_0886 106..114,#42593E
7,XC_0886 108..116,#93CB5D
7,XC_0886 120..128,#93CB5D
9,XC_0887 98..106,#C15A92
2,XC_0888 141..149,#847BC8
16,XC_0888 37..45,#8E6299
5,XC_0890 107..117,#85888E
21,XC_0890 177..185,#42593E
14,XC_0890 20..28,#7E9AA5
21,XC_0890 95..103,#42593E
19,XC_0891 123..131,#9A5F2B
21,XC_0891 173..185,#42593E
12,XC_0891 207..215,#CCA64E
14,XC_0891 43..51,#7E9AA5
10,XC_0892 159..167,#D45386
14,XC_0892 171..179,#7E9AA5
22,XC_0892 196..206,#3A3E3E
6,XC_0892 95..103,#87C564
24,XC_0893 15..23,#693C57
22,XC_0893 27..35,#3A3E3E
9,XC_0893 91..99,#C15A92
21,XC_0894 131..141,#42593E
16,XC_0894 29..37,#8E6299
8,XC_0895 25..33,#A89479
21,XC_0897 68..76,#42593E
16,XC_0898 148..156,#8E6299
25,XC_0898 225..235,#96677C
25,XC_0899 229..239,#96677C
24,XC_0900 100..110,#693C57
22,XC_0900 90..98,#3A3E3E
15,XC_0901 36..46,#717CBD
22,XC_0902 43..51,#3A3E3E
3,XC_0903 183..193,#8749CE
14,XC_0903 50..58,#7E9AA5
1,XC_0904 209..217,#80C8B4
8,XC_0904 74..84,#A89479
5,XC_0906 234..242,#85888E
7,XC_0907 51..61,#93CB5D
5,XC_0909 234..242,#85888E
20,XC_0910 194..202,#666637
21,XC_0911 213..221,#42593E
20,XC_0912 222..232,#666637
3,XC_0912 9..19,#8749CE
25,XC_0913 116..124,#96677C
23,XC_0913 14..24,#482D42
13,XC_0913 9..17,#A6AF6F
21,XC_0914 211..223,#42593E
23,XC_0916 235..245,#482D42
2,XC_0916 28..36,#847BC8
12,XC_0917 109..119,#CCA64E
14,XC_0919 114..122,#7E9AA5
22,XC_0919 168..176,#3A3E3E
1,XC_0920 116..126,#80C8B4
9,XC_0921 106..114,#C15A92
17,XC_0921 118..128,#B5545B
16,XC_0921 2..10,#8E6299
20,XC_0923 62..74,#666637
3,XC_0923 82..90,#8749CE
24,XC_0923 84..96,#693C57
19,XC_0927 10..18,#9A5F2B
6,XC_0927 214..222,#87C564
24,XC_0930 12..20,#693C57
14,XC_0930 241..249,#7E9AA5
7,XC_0931 102..112,#93CB5D
1,XC_0931 235..243,#80C8B4
12,XC_0932 17..27,#CCA64E
20,XC_0932 206..214,#666637
25,XC_0933 222..234,#96677C
10,XC_0933 34..42,#D45386
1,XC_0934 61..69,#80C8B4
14,XC_0935 233..241,#7E9AA5
7,XC_0935 45..53,#93CB5D
14,XC_0936 156..164,#7E9AA5
2,XC_0936 30..38,#847BC8
2,XC_0937 235..247,#847BC8
16,XC_0938 134..142,#8E6299
19,XC_0941 143..151,#9A5F2B
4,XC_0941 153..165,#874DBB
9,XC_0941 178..186,#C15A92
6,XC_0941 197..209,#87C564
5,XC_0941 207..215,#85888E
4,XC_0941 50..60,#874DBB
1,XC_0942 1..9,#80C8B4
11,XC_0942 192..200,#DA7B61
6,XC_0942 198..210,#87C564
19,XC_0942 221..229,#9A5F2B
19,XC_0943 134..142,#9A5F2B
13,XC_0944 26..34,#A6AF6F
17,XC_0944 41..53,#B5545B
11,XC_0944 71..79,#DA7B61
15,XC_0944 88..96,#717CBD
21,XC_0945 169..177,#42593E
10,XC_0945 90..100,#D45386
17,XC_0947 35..45,#B5545B
20,XC_0948 168..178,#666637
2,XC_0951 148..160,#847BC8
4,XC_0951 61..69,#874DBB
2,XC_0952 170..178,#847BC8
3,XC_0953 151..159,#8749CE
18,XC_0953 163..177,#BD5430
11,XC_0954 183..191,#DA7B61
6,XC_0955 15..23,#87C564
6,XC_0957 144..154,#87C564
24,XC_0957 231..239,#693C57
20,XC_0958 209..217,#666637
7,XC_0959 194..202,#93CB5D
21,XC_0959 196..204,#42593E
24,XC_0959 99..107,#693C57
7,XC_0960 186..194,#93CB5D
21,XC_0960 188..196,#42593E
15,XC_0961 159..167,#717CBD
17,XC_0962 34..44,#B5545B
18,XC_0962 58..74,#BD5430
22,XC_0963 137..145,#3A3E3E
16,XC_0963 237..245,#8E6299
15,XC_0963 90..100,#717CBD
24,XC_0964 138..146,#693C57
24,XC_0965 143..151,#693C57
16,XC_0966 151..159,#8E6299
9,XC_0966 43..53,#C15A92
8,XC_0966 99..107,#A89479
5,XC_0968 234..242,#85888E
20,XC_0969 3..11,#666637
20,XC_0970 103..111,#666637
15,XC_0972 30..38,#717CBD
10,XC_0972 84..92,#D45386
11,XC_0973 89..97,#DA7B61
7,XC_0974 223..231,#93CB5D
6,XC_0974 79..87,#87C564
13,XC_0975 236..244,#A6AF6F
2,XC_0975 28..38,#847BC8
2,XC_0977 108..116,#847BC8
20,XC_0977 176..186,#666637
20,XC_0978 111..121,#666637
2,XC_0978 13..21,#847BC8
15,XC_0978 161..169,#717CBD
24,XC_0978 22..30,#693C57
6,XC_0978 226..234,#87C564
19,XC_0978 35..43,#9A5F2B
12,XC_0978 84..94,#CCA64E
15,XC_0980 21..33,#717CBD
9,XC_0980 99..107,#C15A92
21,XC_0982 155..163,#42593E
4,XC_0982 169..177,#874DBB
23,XC_0982 195..203,#482D42
24,XC_0982 3..11,#693C57
21,XC_0983 15..23,#42593E
25,XC_0983 230..238,#96677C
2,XC_0984 101..109,#847BC8
7,XC_0984 22..32,#93CB5D
16,XC_0985 233..241,#8E6299
19,XC_0986 130..140,#9A5F2B
3,XC_0986 45..55,#8749CE
2,XC_0987 179..187,#847BC8
2,XC_0987 182..190,#847BC8
24,XC_0990 165..173,#693C57
25,XC_0991 218..226,#96677C
10,XC_0993 59..71,#D45386
8,XC_0996 91..101,#A89479
21,XC_0998 198..206,#42593E
15,XC_0998 62..70,#717CBD
12,XC_0999 217..225,#CCA64E
20,XC_0999 79..87,#666637
2,XC_1002 238..246,#847BC8
17,XC_1003 47..57,#B5545B
23,XC_1004 192..200,#482D42
7,XC_1004 23..31,#93CB5D
21,XC_1004 41..53,#42593E
16,XC_1005 34..42,#8E6299
13,XC_1006 140..150,#A6AF6F
13,XC_1006 22..30,#A6AF6F
15,XC_1008 243..251,#717CBD
21,XC_1009 100..108,#42593E
7,XC_1009 98..106,#93CB5D
16,XC_1011 106..116,#8E6299
17,XC_1011 117..127,#B5545B
25,XC_1011 184..192,#96677C
16,XC_1011 39..47,#8E6299
4,XC_1011 51..63,#874DBB
2,XC_1012 105..113,#847BC8
17,XC_1012 129..139,#B5545B
22,XC_1012 163..171,#3A3E3E
3,XC_1012 23..35,#8749CE
2,XC_1012 39..47,#847BC8
22,XC_1013 44..52,#3A3E3E
11,XC_1014 188..196,#DA7B61
7,XC_1014 20..28,#93CB5D
10,XC_1015 191..199,#D45386
9,XC_1015 50..58,#C15A92
21,XC_1015 88..96,#42593E
24,XC_1015 93..101,#693C57
23,XC_1016 207..217,#482D42
19,XC_1017 7..15,#9A5F2B
24,XC_1017 97..107,#693C57
9,XC_1018 150..158,#C15A92
19,XC_1018 51..59,#9A5F2B
2,XC_1020 101..109,#847BC8
25,XC_1022 96..104,#96677C
5,XC_1023 36..52,#85888E
16,XC_1023 45..57,#8E6299
6,XC_1023 74..82,#87C564
6,XC_1023 77..85,#87C564
6,XC_1025 172..180,#87C564
12,XC_1025 227..235,#CCA64E
2,XC_1026 34..42,#847BC8
25,XC_1026 60..72,#96677C
9,XC_1027 173..181,#C15A92
11,XC_1028 173..181,#DA7B61
2,XC_1029 71..79,#847BC8
3,XC_1034 79..87,#8749CE
6,XC_1035 202..210,#87C564
5,XC_1035 204..214,#85888E
2,XC_1037 18..26,#847BC8
25,XC_1038 69..77,#96677C
20,XC_1039 134..144,#666637
16,XC_1041 119..129,#8E6299
17,XC_1042 11..23,#B5545B
16,XC_1042 80..90,#8E6299
22,XC_1042 88..98,#3A3E3E
19,XC_1044 97..105,#9A5F2B
13,XC_1045 137..147,#A6AF6F
15,XC_1045 156..166,#717CBD
19,XC_1046 208..216,#9A5F2B
21,XC_1048 231..241,#42593E
17,XC_1049 137..147,#B5545B
17,XC_1049 195..205,#B5545B
23,XC_1049 209..219,#482D42
16,XC_1050 201..209,#8E6299
4,XC_1050 48..58,#874DBB
2,XC_1052 102..110,#847BC8
7,XC_1052 31..39,#93CB5D
2,XC_1052 90..98,#847BC8
7,XC_1053 174..182,#93CB5D
21,XC_1053 176..184,#42593E
11,XC_1053 45..53,#DA7B61
6,XC_1054 170..178,#87C564
7,XC_1054 39..47,#93CB5D
21,XC_1054 41..49,#42593E
2,XC_1055 26..40,#847BC8
24,XC_1055 75..83,#693C57
2,XC_1058 236..244,#847BC8
23,XC_1059 113..121,#482D42
1,XC_1059 190..198,#80C8B4
6,XC_1062 29..37,#87C564
6,XC_1062 32..40,#87C564
23,XC_1062 51..59,#482D42
24,XC_1063 210..218,#693C57
11,XC_1063 229..237,#DA7B61
25,XC_1063 232..240,#96677C
12,XC_1064 91..99,#CCA64E
2,XC_1065 242..250,#847BC8
7,XC_1065 78..86,#93CB5D
21,XC_1065 80..88,#42593E
9,XC_1067 128..136,#C15A92
13,XC_1067 223..231,#A6AF6F
10,XC_1069 170..180,#D45386
15,XC_1069 234..242,#717CBD
13,XC_1070 138..146,#A6AF6F
22,XC_1070 200..210,#3A3E3E
3,XC_1070 35..47,#8749CE
20,XC_1071 239..247,#666637
7,XC_1072 110..118,#93CB5D
16,XC_1074 61..69,#8E6299
19,XC_1074 73..81,#9A5F2B
9,XC_1075 231..241,#C15A92
12,XC_1075 51..61,#CCA64E
24,XC_1077 105..113,#693C57
22,XC_1077 155..163,#3A3E3E
2,XC_1078 29..37,#847BC8
2,XC_1078 84..94,#847BC8
22,XC_1079 178..186,#3A3E3E
13,XC_1079 25..35,#A6AF6F
15,XC_1080 230..240,#717CBD
1,XC_1080 79..87,#80C8B4
20,XC_1081 59..69,#666637
19,XC_1081 66..78,#9A5F2B
23,XC_1082 216..226,#482D42
12,XC_1083 12..24,#CCA64E
13,XC_1083 30..38,#A6AF6F
10,XC_1083 43..55,#D45386
24,XC_1083 62..70,#693C57
9,XC_1084 165..175,#C15A92
7,XC_1084 23..31,#93CB5D
16,XC_1086 119..127,#8E6299
6,XC_1086 139..147,#87C564
10,XC_1086 233..241,#D45386
9,XC_1086 29..37,#C15A92
11,XC_1087 183..191,#DA7B61
2,XC_1087 203..211,#847BC8
8,XC_1087 89..97,#A89479
20,XC_1088 30..40,#666637
8,XC_1089 144..154,#A89479
10,XC_1089 157..165,#D45386
20,XC_1089 60..70,#666637
25,XC_1090 228..236,#96677C
15,XC_1092 208..218,#717CBD
20,XC_1095 137..147,#666637
7,XC_1095 146..154,#93CB5D
22,XC_1095 147..157,#3A3E3E
2,XC_1095 76..86,#847BC8
19,XC_1096 32..40,#9A5F2B
25,XC_1096 55..63,#96677C
1,XC_1097 126..134,#80C8B4
1,XC_1098 118..126,#80C8B4
13,XC_1098 163..171,#A6AF6F
20,XC_1098 92..100,#666637
7,XC_1099 159..167,#93CB5D
21,XC_1099 161..169,#42593E
19,XC_1099 96..104,#9A5F2B
20,XC_1100 11..19,#666637
20,XC_1101 134..144,#666637
24,XC_1101 162..170,#693C57
10,XC_1102 220..228,#D45386
19,XC_1103 169..177,#9A5F2B
16,XC_1103 207..215,#8E6299
3,XC_1103 29..37,#8749CE
22,XC_1104 182..190,#3A3E3E
16,XC_1105 183..191,#8E6299
21,XC_1105 63..71,#42593E
17,XC_1106 233..245,#B5545B
21,XC_1107 195..207,#42593E
17,XC_1108 102..116,#B5545B
16,XC_1108 86..94,#8E6299
9,XC_1109 116..124,#C15A92
22,XC_1110 121..129,#3A3E3E
15,XC_1111 119..129,#717CBD
2,XC_1113 233..241,#847BC8
16,XC_1114 16..26,#8E6299
17,XC_1117 194..206,#B5545B
19,XC_1117 23..31,#9A5F2B
15,XC_1118 133..141,#717CBD
8,XC_1118 93..101,#A89479
7,XC_1119 66..76,#93CB5D
10,XC_1120 58..66,#D45386
12,XC_1120 63..71,#CCA64E
21,XC_1120 92..102,#42593E
25,XC_1122 229..237,#96677C
10,XC_1122 44..52,#D45386
25,XC_1123 226..236,#96677C
25,XC_1124 225..233,#96677C
17,XC_1124 54..66,#B5545B
