fromNode,toNode,Confidence,InteractionType,color
XC_0739 39..47,XC_0878 49..57,9,10,#D45386
XC_0739 39..47,XC_1122 44..52,9,10,#D45386
XC_0739 39..47,XC_1154 208..216,9,10,#D45386
XC_0739 39..47,XC_1180 230..238,9,10,#D45386
XC_0739 39..47,XC_1317 63..71,9,10,#D45386
XC_0739 39..47,XC_1435 157..165,9,10,#D45386
XC_0739 39..47,XC_1495 171..179,9,10,#D45386
XC_0739 39..47,XC_1548 77..85,9,10,#D45386
XC_0739 39..47,XC_1653 66..74,9,10,#D45386
XC_0739 39..47,XC_1734 88..96,9,10,#D45386
XC_0739 39..47,XC_1769 71..79,9,10,#D45386
XC_0739 39..47,XC_1844 120..128,9,10,#D45386
XC_0739 39..47,XC_1851 13..21,9,10,#D45386
XC_0739 39..47,XC_2000 90..98,9,10,#D45386
XC_0739 39..47,XC_2171 242..250,9,10,#D45386
XC_0739 39..47,XC_2181 168..176,9,10,#D45386
XC_0739 39..47,XC_2190 33..41,9,10,#D45386
XC_0739 39..47,XC_2292 175..183,9,10,#D45386
XC_0739 39..47,XC_2358 132..140,9,10,#D45386
XC_0739 39..47,XC_2416 106..114,9,10,#D45386
XC_0739 39..47,XC_2452 26..34,9,10,#D45386
XC_0739 39..47,XC_2491 154..162,9,10,#D45386
XC_0739 39..47,XC_2599 221..229,9,10,#D45386
XC_0739 39..47,XC_2807 83..91,9,10,#D45386
XC_0739 39..47,XC_2838 166..174,9,10,#D45386
XC_0739 39..47,XC_3069 24..32,9,10,#D45386
XC_0739 39..47,XC_3209 45..53,9,10,#D45386
XC_0739 39..47,XC_4365 157..165,9,10,#D45386
XC_0739 39..47,XC_3393 106..114,9,10,#D45386
XC_0739 39..47,XC_3446 177..185,9,10,#D45386
XC_0739 39..47,XC_3640 78..86,9,10,#D45386
XC_0739 39..47,XC_3654 223..231,9,10,#D45386
XC_0739 39..47,XC_3828 21..29,9,10,#D45386
XC_0739 39..47,XC_3835 154..162,9,10,#D45386
XC_0739 39..47,XC_3860 197..205,9,10,#D45386
XC_0739 39..47,XC_3887 114..122,9,10,#D45386
XC_0739 39..47,XC_4097 242..250,9,10,#D45386
XC_0739 39..47,XC_4189 108..116,9,10,#D45386
XC_0739 39..47,XC_4254 160..168,9,10,#D45386
XC_0739 39..47,XC_4265 226..234,9,10,#D45386
XC_0739 39..47,XC_4266 18..26,9,10,#D45386
XC_0739 39..47,XC_4267 52..60,9,10,#D45386
XC_0739 39..47,XC_4299 165..173,9,10,#D45386
XC_0739 39..47,XC_4317 34..42,9,10,#D45386
XC_0742 24..32,XC_2583 207..215,9,10,#D45386
XC_0742 24..32,XC_3763 183..191,9,10,#D45386
XC_0767 1..9,XC_0864 141..149,9,10,#D45386
XC_0767 1..9,XC_1167 9..17,9,10,#D45386
XC_0767 1..9,XC_1187 35..43,9,10,#D45386
XC_0767 1..9,XC_1816 48..56,9,10,#D45386
XC_0767 1..9,XC_1923 12..20,9,10,#D45386
XC_0767 1..9,XC_1966 55..63,9,10,#D45386
XC_0767 1..9,XC_3446 129..137,9,10,#D45386
XC_0782 11..19,XC_0878 49..57,9,10,#D45386
XC_0782 11..19,XC_1122 44..52,9,10,#D45386
XC_0782 11..19,XC_1154 208..216,9,10,#D45386
XC_0782 11..19,XC_1180 230..238,9,10,#D45386
XC_0782 11..19,XC_1317 63..71,9,10,#D45386
XC_0782 11..19,XC_1435 157..165,9,10,#D45386
XC_0782 11..19,XC_1495 171..179,9,10,#D45386
XC_0782 11..19,XC_1548 77..85,9,10,#D45386
XC_0782 11..19,XC_1653 66..74,9,10,#D45386
XC_0782 11..19,XC_1734 88..96,9,10,#D45386
XC_0782 11..19,XC_1769 71..79,9,10,#D45386
XC_0782 11..19,XC_1844 120..128,9,10,#D45386
XC_0782 11..19,XC_1851 13..21,9,10,#D45386
XC_0782 11..19,XC_2000 90..98,9,10,#D45386
XC_0782 11..19,XC_2171 242..250,9,10,#D45386
XC_0782 11..19,XC_2181 168..176,9,10,#D45386
XC_0782 11..19,XC_2190 33..41,9,10,#D45386
XC_0782 11..19,XC_2292 175..183,9,10,#D45386
XC_0782 11..19,XC_2358 132..140,9,10,#D45386
XC_0782 11..19,XC_2416 106..114,9,10,#D45386
XC_0782 11..19,XC_2452 26..34,9,10,#D45386
XC_0782 11..19,XC_2491 154..162,9,10,#D45386
XC_0782 11..19,XC_2599 221..229,9,10,#D45386
XC_0782 11..19,XC_2807 83..91,9,10,#D45386
XC_0782 11..19,XC_2838 166..174,9,10,#D45386
XC_0782 11..19,XC_3069 24..32,9,10,#D45386
XC_0782 11..19,XC_3209 45..53,9,10,#D45386
XC_0782 11..19,XC_4365 157..165,9,10,#D45386
XC_0782 11..19,XC_3393 106..114,9,10,#D45386
XC_0782 11..19,XC_3446 177..185,9,10,#D45386
XC_0782 11..19,XC_3640 78..86,9,10,#D45386
XC_0782 11..19,XC_3654 223..231,9,10,#D45386
XC_0782 11..19,XC_3828 21..29,9,10,#D45386
XC_0782 11..19,XC_3835 154..162,9,10,#D45386
XC_0782 11..19,XC_3860 197..205,9,10,#D45386
XC_0782 11..19,XC_3887 114..122,9,10,#D45386
XC_0782 11..19,XC_4097 242..250,9,10,#D45386
XC_0782 11..19,XC_4189 108..116,9,10,#D45386
XC_0782 11..19,XC_4254 160..168,9,10,#D45386
XC_0782 11..19,XC_4265 226..234,9,10,#D45386
XC_0782 11..19,XC_4266 18..26,9,10,#D45386
XC_0782 11..19,XC_4267 52..60,9,10,#D45386
XC_0782 11..19,XC_4299 165..173,9,10,#D45386
XC_0782 11..19,XC_4317 34..42,9,10,#D45386
XC_0801 189..197,XC_2279 127..135,9,10,#D45386
XC_0801 189..197,XC_3699 62..70,9,10,#D45386
XC_0801 189..197,XC_3754 122..130,9,10,#D45386
XC_0801 189..197,XC_4071 40..48,9,10,#D45386
XC_0801 189..197,XC_4211 43..51,9,10,#D45386
XC_0814 138..146,XC_0892 159..167,9,10,#D45386
XC_0814 138..146,XC_1277 13..21,9,10,#D45386
XC_0814 138..146,XC_1476 239..247,9,10,#D45386
XC_0814 138..146,XC_1560 73..81,9,10,#D45386
XC_0814 138..146,XC_1837 52..60,9,10,#D45386
XC_0814 138..146,XC_2053 4..12,9,10,#D45386
XC_0814 138..146,XC_2212 17..25,9,10,#D45386
XC_0814 138..146,XC_2292 178..186,9,10,#D45386
XC_0814 138..146,XC_2307 155..163,9,10,#D45386
XC_0814 138..146,XC_2336 9..17,9,10,#D45386
XC_0814 138..146,XC_2388 227..235,9,10,#D45386
XC_0814 138..146,XC_2537 10..18,9,10,#D45386
XC_0814 138..146,XC_2653 140..148,9,10,#D45386
XC_0814 138..146,XC_2688 113..121,9,10,#D45386
XC_0814 138..146,XC_2802 157..165,9,10,#D45386
XC_0814 138..146,XC_2824 9..17,9,10,#D45386
XC_0814 138..146,XC_3119 101..109,9,10,#D45386
XC_0814 138..146,XC_3138 42..50,9,10,#D45386
XC_0814 138..146,XC_4367 105..113,9,10,#D45386
XC_0814 138..146,XC_3352 15..23,9,10,#D45386
XC_0814 138..146,XC_3432 52..60,9,10,#D45386
XC_0814 138..146,XC_3446 153..161,9,10,#D45386
XC_0814 138..146,XC_3446 180..188,9,10,#D45386
XC_0814 138..146,XC_3640 81..89,9,10,#D45386
XC_0814 138..146,XC_3684 54..62,9,10,#D45386
XC_0814 138..146,XC_3957 21..29,9,10,#D45386
XC_0822 115..123,XC_1164 98..106,9,10,#D45386
XC_0822 115..123,XC_2967 108..116,9,10,#D45386
XC_0822 115..123,XC_3118 168..176,9,10,#D45386
XC_0822 115..123,XC_3416 147..155,9,10,#D45386
XC_0822 115..123,XC_3575 45..53,9,10,#D45386
XC_0822 115..123,XC_3929 123..131,9,10,#D45386
XC_0822 115..123,XC_4193 213..221,9,10,#D45386
XC_0850 134..142,XC_1089 157..165,9,10,#D45386
XC_0850 134..142,XC_1318 84..92,9,10,#D45386
XC_0850 134..142,XC_1510 100..108,9,10,#D45386
XC_0850 134..142,XC_2885 156..164,9,10,#D45386
XC_0850 134..142,XC_3979 55..63,9,10,#D45386
XC_0850 134..142,XC_4265 146..154,9,10,#D45386
XC_0850 134..142,XC_4313 54..62,9,10,#D45386
XC_0864 141..149,XC_1167 9..17,9,10,#D45386
XC_0864 141..149,XC_1187 35..43,9,10,#D45386
XC_0864 141..149,XC_1816 48..56,9,10,#D45386
XC_0864 141..149,XC_1923 12..20,9,10,#D45386
XC_0864 141..149,XC_1966 55..63,9,10,#D45386
XC_0864 141..149,XC_3446 129..137,9,10,#D45386
XC_0878 49..57,XC_1122 44..52,9,10,#D45386
XC_0878 49..57,XC_1154 208..216,9,10,#D45386
XC_0878 49..57,XC_1180 230..238,9,10,#D45386
XC_0878 49..57,XC_1317 63..71,9,10,#D45386
XC_0878 49..57,XC_1435 157..165,9,10,#D45386
XC_0878 49..57,XC_1495 171..179,9,10,#D45386
XC_0878 49..57,XC_1548 77..85,9,10,#D45386
XC_0878 49..57,XC_1653 66..74,9,10,#D45386
XC_0878 49..57,XC_1734 88..96,9,10,#D45386
XC_0878 49..57,XC_1769 71..79,9,10,#D45386
XC_0878 49..57,XC_1844 120..128,9,10,#D45386
XC_0878 49..57,XC_1851 13..21,9,10,#D45386
XC_0878 49..57,XC_2000 90..98,9,10,#D45386
XC_0878 49..57,XC_2171 242..250,9,10,#D45386
XC_0878 49..57,XC_2181 168..176,9,10,#D45386
XC_0878 49..57,XC_2190 33..41,9,10,#D45386
XC_0878 49..57,XC_2292 175..183,9,10,#D45386
XC_0878 49..57,XC_2358 132..140,9,10,#D45386
XC_0878 49..57,XC_2416 106..114,9,10,#D45386
XC_0878 49..57,XC_2452 26..34,9,10,#D45386
XC_0878 49..57,XC_2491 154..162,9,10,#D45386
XC_0878 49..57,XC_2599 221..229,9,10,#D45386
XC_0878 49..57,XC_2807 83..91,9,10,#D45386
XC_0878 49..57,XC_2838 166..174,9,10,#D45386
XC_0878 49..57,XC_3069 24..32,9,10,#D45386
XC_0878 49..57,XC_3209 45..53,9,10,#D45386
XC_0878 49..57,XC_4365 157..165,9,10,#D45386
XC_0878 49..57,XC_3393 106..114,9,10,#D45386
XC_0878 49..57,XC_3446 177..185,9,10,#D45386
XC_0878 49..57,XC_3640 78..86,9,10,#D45386
XC_0878 49..57,XC_3654 223..231,9,10,#D45386
XC_0878 49..57,XC_3828 21..29,9,10,#D45386
XC_0878 49..57,XC_3835 154..162,9,10,#D45386
XC_0878 49..57,XC_3860 197..205,9,10,#D45386
XC_0878 49..57,XC_3887 114..122,9,10,#D45386
XC_0878 49..57,XC_4097 242..250,9,10,#D45386
XC_0878 49..57,XC_4189 108..116,9,10,#D45386
XC_0878 49..57,XC_4254 160..168,9,10,#D45386
XC_0878 49..57,XC_4265 226..234,9,10,#D45386
XC_0878 49..57,XC_4266 18..26,9,10,#D45386
XC_0878 49..57,XC_4267 52..60,9,10,#D45386
XC_0878 49..57,XC_4299 165..173,9,10,#D45386
XC_0878 49..57,XC_4317 34..42,9,10,#D45386
XC_0892 159..167,XC_1277 13..21,9,10,#D45386
XC_0892 159..167,XC_1476 239..247,9,10,#D45386
XC_0892 159..167,XC_1560 73..81,9,10,#D45386
XC_0892 159..167,XC_1837 52..60,9,10,#D45386
XC_0892 159..167,XC_2053 4..12,9,10,#D45386
XC_0892 159..167,XC_2212 17..25,9,10,#D45386
XC_0892 159..167,XC_2292 178..186,9,10,#D45386
XC_0892 159..167,XC_2307 155..163,9,10,#D45386
XC_0892 159..167,XC_2336 9..17,9,10,#D45386
XC_0892 159..167,XC_2388 227..235,9,10,#D45386
XC_0892 159..167,XC_2537 10..18,9,10,#D45386
XC_0892 159..167,XC_2653 140..148,9,10,#D45386
XC_0892 159..167,XC_2688 113..121,9,10,#D45386
XC_0892 159..167,XC_2802 157..165,9,10,#D45386
XC_0892 159..167,XC_2824 9..17,9,10,#D45386
XC_0892 159..167,XC_3119 101..109,9,10,#D45386
XC_0892 159..167,XC_3138 42..50,9,10,#D45386
XC_0892 159..167,XC_4367 105..113,9,10,#D45386
XC_0892 159..167,XC_3352 15..23,9,10,#D45386
XC_0892 159..167,XC_3432 52..60,9,10,#D45386
XC_0892 159..167,XC_3446 153..161,9,10,#D45386
XC_0892 159..167,XC_3446 180..188,9,10,#D45386
XC_0892 159..167,XC_3640 81..89,9,10,#D45386
XC_0892 159..167,XC_3684 54..62,9,10,#D45386
XC_0892 159..167,XC_3957 21..29,9,10,#D45386
XC_0933 34..42,XC_0972 84..92,9,10,#D45386
XC_0933 34..42,XC_1102 220..228,9,10,#D45386
XC_0933 34..42,XC_1120 58..66,9,10,#D45386
XC_0933 34..42,XC_1175 207..215,9,10,#D45386
XC_0933 34..42,XC_1329 211..219,9,10,#D45386
XC_0933 34..42,XC_1813 69..77,9,10,#D45386
XC_0933 34..42,XC_2363 115..123,9,10,#D45386
XC_0933 34..42,XC_2475 45..53,9,10,#D45386
XC_0933 34..42,XC_3304 56..64,9,10,#D45386
XC_0933 34..42,XC_3365 50..58,9,10,#D45386
XC_0933 34..42,XC_3371 184..192,9,10,#D45386
XC_0933 34..42,XC_3714 29..37,9,10,#D45386
XC_0933 34..42,XC_3756 110..118,9,10,#D45386
XC_0933 34..42,XC_4152 132..140,9,10,#D45386
XC_0933 34..42,XC_4322 165..173,9,10,#D45386
XC_0945 90..100,XC_2507 86..98,9,10,#D45386
XC_0945 90..100,XC_2688 115..127,9,10,#D45386
XC_0945 90..100,XC_4362 41..51,9,10,#D45386
XC_0945 90..100,XC_3008 44..54,9,10,#D45386
XC_0945 90..100,XC_4175 171..181,9,10,#D45386
XC_0972 84..92,XC_1102 220..228,9,10,#D45386
XC_0972 84..92,XC_1120 58..66,9,10,#D45386
XC_0972 84..92,XC_1175 207..215,9,10,#D45386
XC_0972 84..92,XC_1329 211..219,9,10,#D45386
XC_0972 84..92,XC_1813 69..77,9,10,#D45386
XC_0972 84..92,XC_2363 115..123,9,10,#D45386
XC_0972 84..92,XC_2475 45..53,9,10,#D45386
XC_0972 84..92,XC_3304 56..64,9,10,#D45386
XC_0972 84..92,XC_3365 50..58,9,10,#D45386
XC_0972 84..92,XC_3371 184..192,9,10,#D45386
XC_0972 84..92,XC_3714 29..37,9,10,#D45386
XC_0972 84..92,XC_3756 110..118,9,10,#D45386
XC_0972 84..92,XC_4152 132..140,9,10,#D45386
XC_0972 84..92,XC_4322 165..173,9,10,#D45386
XC_0993 59..71,XC_0276 107..119,9,10|2,#AC67A7
XC_0993 59..71,XC_0343 155..165,9,10|20,#9D5C5E
XC_0993 59..71,XC_0619 99..109,9,10|20,#9D5C5E
XC_0993 59..71,XC_0923 62..74,9,10|20,#9D5C5E
XC_0993 59..71,XC_1088 30..40,9,10|20,#9D5C5E
XC_0993 59..71,XC_1161 48..58,9,10|20,#9D5C5E
XC_0993 59..71,XC_1247 22..36,11,10,#D45386
XC_0993 59..71,XC_1437 35..47,9,10|20,#9D5C5E
XC_0993 59..71,XC_1445 87..97,9,10,#D45386
XC_0993 59..71,XC_1500 17..27,9,10|20,#9D5C5E
XC_0993 59..71,XC_1599 78..90,9,10|3,#AE4EAA
XC_0993 59..71,XC_1844 122..132,9,10|20,#9D5C5E
XC_0993 59..71,XC_2035 74..84,9,10|20,#9D5C5E
XC_0993 59..71,XC_2364 162..172,9,10|20,#9D5C5E
XC_0993 59..71,XC_2818 133..143,9,10|20,#9D5C5E
XC_0993 59..71,XC_3047 145..155,9,10|20,#9D5C5E
XC_0993 59..71,XC_3222 100..110,9,10,#D45386
XC_0993 59..71,XC_3615 12..24,9,10|22,#874862
XC_0993 59..71,XC_3807 114..126,9,10|3,#AE4EAA
XC_1015 191..199,XC_1180 233..241,9,10,#D45386
XC_1015 191..199,XC_1327 104..112,9,10,#D45386
XC_1015 191..199,XC_1342 3..11,9,10,#D45386
XC_1015 191..199,XC_1357 104..112,9,10,#D45386
XC_1015 191..199,XC_1457 136..144,9,10,#D45386
XC_1015 191..199,XC_1479 167..175,9,10,#D45386
XC_1015 191..199,XC_1670 222..230,9,10,#D45386
XC_1015 191..199,XC_1993 185..193,9,10,#D45386
XC_1015 191..199,XC_2135 109..117,9,10,#D45386
XC_1015 191..199,XC_2552 149..157,9,10,#D45386
XC_1015 191..199,XC_2591 99..107,9,10,#D45386
XC_1015 191..199,XC_2624 107..115,9,10,#D45386
XC_1015 191..199,XC_2742 22..30,9,10,#D45386
XC_1015 191..199,XC_2792 209..217,9,10,#D45386
XC_1015 191..199,XC_2822 113..121,9,10,#D45386
XC_1015 191..199,XC_3218 125..133,9,10,#D45386
XC_1015 191..199,XC_3567 228..236,9,10,#D45386
XC_1015 191..199,XC_3655 208..216,9,10,#D45386
XC_1015 191..199,XC_3826 125..133,9,10,#D45386
XC_1015 191..199,XC_4062 128..136,9,10,#D45386
XC_1015 191..199,XC_4092 172..180,9,10,#D45386
XC_1015 191..199,XC_4136 158..166,9,10,#D45386
XC_1015 191..199,XC_4136 173..181,9,10,#D45386
XC_1015 191..199,XC_4265 229..237,9,10,#D45386
XC_1015 191..199,XC_4266 21..29,9,10,#D45386
XC_1015 191..199,XC_4268 212..220,9,10,#D45386
XC_1069 170..180,XC_1127 154..164,11,10,#D45386
XC_1069 170..180,XC_1599 78..90,9,10|3,#AE4EAA
XC_1069 170..180,XC_2808 99..111,9,10|18,#C8545B
XC_1069 170..180,XC_2832 25..35,9,10,#D45386
XC_1069 170..180,XC_2955 52..62,9,10,#D45386
XC_1069 170..180,XC_3127 205..217,9,10,#D45386
XC_1069 170..180,XC_3422 199..209,9,10,#D45386
XC_1069 170..180,XC_3807 114..126,9,10|3,#AE4EAA
XC_1083 43..55,XC_0373 170..180,9,10|7,#B48F72
XC_1083 43..55,XC_0374 29..39,9,10|20,#9D5C5E
XC_1083 43..55,XC_0418 118..128,9,10|7,#B48F72
XC_1083 43..55,XC_0540 126..136,9,10|20,#9D5C5E
XC_1083 43..55,XC_0791 90..100,9,10|7,#B48F72
XC_1083 43..55,XC_0825 55..65,9,10|7,#B48F72
XC_1083 43..55,XC_0978 111..121,9,10|20,#9D5C5E
XC_1083 43..55,XC_1217 22..32,9,10|20,#9D5C5E
XC_1083 43..55,XC_1520 17..27,9,10|21,#8B5662
XC_1083 43..55,XC_1649 123..137,9,10|18,#C8545B
XC_1083 43..55,XC_2040 75..85,9,10|7,#B48F72
XC_1083 43..55,XC_2507 86..98,11,10,#D45386
XC_1083 43..55,XC_2569 198..208,9,10|21,#8B5662
XC_1083 43..55,XC_2734 196..206,9,10|7,#B48F72
XC_1083 43..55,XC_4362 41..51,9,10,#D45386
XC_1083 43..55,XC_3075 238..248,9,10|20,#9D5C5E
XC_1083 43..55,XC_3247 119..131,9,10|2,#AC67A7
XC_1083 43..55,XC_3699 216..226,9,10|21,#8B5662
XC_1083 43..55,XC_3959 178..192,9,10,#D45386
XC_1083 43..55,XC_4003 10..22,9,10|20,#9D5C5E
XC_1083 43..55,XC_4038 203..213,9,10|7,#B48F72
XC_1083 43..55,XC_4175 171..181,9,10,#D45386
XC_1083 43..55,XC_4208 40..50,9,10|20,#9D5C5E
XC_1083 43..55,XC_4265 170..180,9,10|7,#B48F72
XC_1086 233..241,XC_1282 208..216,9,10,#D45386
XC_1086 233..241,XC_1688 100..108,9,10,#D45386
XC_1086 233..241,XC_1742 20..28,9,10,#D45386
XC_1086 233..241,XC_4350 36..44,9,10,#D45386
XC_1086 233..241,XC_2653 167..175,9,10,#D45386
XC_1086 233..241,XC_2740 164..172,9,10,#D45386
XC_1086 233..241,XC_3138 27..35,9,10,#D45386
XC_1086 233..241,XC_3216 38..46,9,10,#D45386
XC_1086 233..241,XC_3226 196..204,9,10,#D45386
XC_1086 233..241,XC_3631 73..81,9,10,#D45386
XC_1086 233..241,XC_4030 236..244,9,10,#D45386
XC_1086 233..241,XC_4035 135..143,9,10,#D45386
XC_1086 233..241,XC_4197 75..83,9,10,#D45386
XC_1089 157..165,XC_1318 84..92,9,10,#D45386
XC_1089 157..165,XC_1510 100..108,9,10,#D45386
XC_1089 157..165,XC_2885 156..164,9,10,#D45386
XC_1089 157..165,XC_3979 55..63,9,10,#D45386
XC_1089 157..165,XC_4265 146..154,9,10,#D45386
XC_1089 157..165,XC_4313 54..62,9,10,#D45386
XC_1102 220..228,XC_1120 58..66,9,10,#D45386
XC_1102 220..228,XC_1175 207..215,9,10,#D45386
XC_1102 220..228,XC_1329 211..219,9,10,#D45386
XC_1102 220..228,XC_1813 69..77,9,10,#D45386
XC_1102 220..228,XC_2363 115..123,9,10,#D45386
XC_1102 220..228,XC_2475 45..53,9,10,#D45386
XC_1102 220..228,XC_3304 56..64,9,10,#D45386
XC_1102 220..228,XC_3365 50..58,9,10,#D45386
XC_1102 220..228,XC_3371 184..192,9,10,#D45386
XC_1102 220..228,XC_3714 29..37,9,10,#D45386
XC_1102 220..228,XC_3756 110..118,9,10,#D45386
XC_1102 220..228,XC_4152 132..140,9,10,#D45386
XC_1102 220..228,XC_4322 165..173,9,10,#D45386
XC_1120 58..66,XC_1175 207..215,9,10,#D45386
XC_1120 58..66,XC_1329 211..219,9,10,#D45386
XC_1120 58..66,XC_1813 69..77,9,10,#D45386
XC_1120 58..66,XC_2363 115..123,9,10,#D45386
XC_1120 58..66,XC_2475 45..53,9,10,#D45386
XC_1120 58..66,XC_3304 56..64,9,10,#D45386
XC_1120 58..66,XC_3365 50..58,9,10,#D45386
XC_1120 58..66,XC_3371 184..192,9,10,#D45386
XC_1120 58..66,XC_3714 29..37,9,10,#D45386
XC_1120 58..66,XC_3756 110..118,9,10,#D45386
XC_1120 58..66,XC_4152 132..140,9,10,#D45386
XC_1120 58..66,XC_4322 165..173,9,10,#D45386
XC_1122 44..52,XC_1154 208..216,9,10,#D45386
XC_1122 44..52,XC_1180 230..238,9,10,#D45386
XC_1122 44..52,XC_1317 63..71,9,10,#D45386
XC_1122 44..52,XC_1435 157..165,9,10,#D45386
XC_1122 44..52,XC_1495 171..179,9,10,#D45386
XC_1122 44..52,XC_1548 77..85,9,10,#D45386
XC_1122 44..52,XC_1653 66..74,9,10,#D45386
XC_1122 44..52,XC_1734 88..96,9,10,#D45386
XC_1122 44..52,XC_1769 71..79,9,10,#D45386
XC_1122 44..52,XC_1844 120..128,9,10,#D45386
XC_1122 44..52,XC_1851 13..21,9,10,#D45386
XC_1122 44..52,XC_2000 90..98,9,10,#D45386
XC_1122 44..52,XC_2171 242..250,9,10,#D45386
XC_1122 44..52,XC_2181 168..176,9,10,#D45386
XC_1122 44..52,XC_2190 33..41,9,10,#D45386
XC_1122 44..52,XC_2292 175..183,9,10,#D45386
XC_1122 44..52,XC_2358 132..140,9,10,#D45386
XC_1122 44..52,XC_2416 106..114,9,10,#D45386
XC_1122 44..52,XC_2452 26..34,9,10,#D45386
XC_1122 44..52,XC_2491 154..162,9,10,#D45386
XC_1122 44..52,XC_2599 221..229,9,10,#D45386
XC_1122 44..52,XC_2807 83..91,9,10,#D45386
XC_1122 44..52,XC_2838 166..174,9,10,#D45386
XC_1122 44..52,XC_3069 24..32,9,10,#D45386
XC_1122 44..52,XC_3209 45..53,9,10,#D45386
XC_1122 44..52,XC_4365 157..165,9,10,#D45386
XC_1122 44..52,XC_3393 106..114,9,10,#D45386
XC_1122 44..52,XC_3446 177..185,9,10,#D45386
XC_1122 44..52,XC_3640 78..86,9,10,#D45386
XC_1122 44..52,XC_3654 223..231,9,10,#D45386
XC_1122 44..52,XC_3828 21..29,9,10,#D45386
XC_1122 44..52,XC_3835 154..162,9,10,#D45386
XC_1122 44..52,XC_3860 197..205,9,10,#D45386
XC_1122 44..52,XC_3887 114..122,9,10,#D45386
XC_1122 44..52,XC_4097 242..250,9,10,#D45386
XC_1122 44..52,XC_4189 108..116,9,10,#D45386
XC_1122 44..52,XC_4254 160..168,9,10,#D45386
XC_1122 44..52,XC_4265 226..234,9,10,#D45386
XC_1122 44..52,XC_4266 18..26,9,10,#D45386
XC_1122 44..52,XC_4267 52..60,9,10,#D45386
XC_1122 44..52,XC_4299 165..173,9,10,#D45386
XC_1122 44..52,XC_4317 34..42,9,10,#D45386
XC_1127 154..164,XC_1599 78..90,9,10|3,#AE4EAA
XC_1127 154..164,XC_2808 99..111,9,10|18,#C8545B
XC_1127 154..164,XC_2832 25..35,9,10,#D45386
XC_1127 154..164,XC_2955 52..62,9,10,#D45386
XC_1127 154..164,XC_3127 205..217,9,10,#D45386
XC_1127 154..164,XC_3422 199..209,9,10,#D45386
XC_1127 154..164,XC_3807 114..126,9,10|3,#AE4EAA
XC_1154 208..216,XC_1180 230..238,9,10,#D45386
XC_1154 208..216,XC_1317 63..71,9,10,#D45386
XC_1154 208..216,XC_1435 157..165,9,10,#D45386
XC_1154 208..216,XC_1495 171..179,9,10,#D45386
XC_1154 208..216,XC_1548 77..85,9,10,#D45386
XC_1154 208..216,XC_1653 66..74,9,10,#D45386
XC_1154 208..216,XC_1734 88..96,9,10,#D45386
XC_1154 208..216,XC_1769 71..79,9,10,#D45386
XC_1154 208..216,XC_1844 120..128,9,10,#D45386
XC_1154 208..216,XC_1851 13..21,9,10,#D45386
XC_1154 208..216,XC_2000 90..98,9,10,#D45386
XC_1154 208..216,XC_2171 242..250,9,10,#D45386
XC_1154 208..216,XC_2181 168..176,9,10,#D45386
XC_1154 208..216,XC_2190 33..41,9,10,#D45386
XC_1154 208..216,XC_2292 175..183,9,10,#D45386
XC_1154 208..216,XC_2358 132..140,9,10,#D45386
XC_1154 208..216,XC_2416 106..114,9,10,#D45386
XC_1154 208..216,XC_2452 26..34,9,10,#D45386
XC_1154 208..216,XC_2491 154..162,9,10,#D45386
XC_1154 208..216,XC_2599 221..229,9,10,#D45386
XC_1154 208..216,XC_2807 83..91,9,10,#D45386
XC_1154 208..216,XC_2838 166..174,9,10,#D45386
XC_1154 208..216,XC_3069 24..32,9,10,#D45386
XC_1154 208..216,XC_3209 45..53,9,10,#D45386
XC_1154 208..216,XC_4365 157..165,9,10,#D45386
XC_1154 208..216,XC_3393 106..114,9,10,#D45386
XC_1154 208..216,XC_3446 177..185,9,10,#D45386
XC_1154 208..216,XC_3640 78..86,9,10,#D45386
XC_1154 208..216,XC_3654 223..231,9,10,#D45386
XC_1154 208..216,XC_3828 21..29,9,10,#D45386
XC_1154 208..216,XC_3835 154..162,9,10,#D45386
XC_1154 208..216,XC_3860 197..205,9,10,#D45386
XC_1154 208..216,XC_3887 114..122,9,10,#D45386
XC_1154 208..216,XC_4097 242..250,9,10,#D45386
XC_1154 208..216,XC_4189 108..116,9,10,#D45386
XC_1154 208..216,XC_4254 160..168,9,10,#D45386
XC_1154 208..216,XC_4265 226..234,9,10,#D45386
XC_1154 208..216,XC_4266 18..26,9,10,#D45386
XC_1154 208..216,XC_4267 52..60,9,10,#D45386
XC_1154 208..216,XC_4299 165..173,9,10,#D45386
XC_1154 208..216,XC_4317 34..42,9,10,#D45386
XC_1164 98..106,XC_2967 108..116,9,10,#D45386
XC_1164 98..106,XC_3118 168..176,9,10,#D45386
XC_1164 98..106,XC_3416 147..155,9,10,#D45386
XC_1164 98..106,XC_3575 45..53,9,10,#D45386
XC_1164 98..106,XC_3929 123..131,9,10,#D45386
XC_1164 98..106,XC_4193 213..221,9,10,#D45386
XC_1167 9..17,XC_1187 35..43,9,10,#D45386
XC_1167 9..17,XC_1816 48..56,9,10,#D45386
XC_1167 9..17,XC_1923 12..20,9,10,#D45386
XC_1167 9..17,XC_1966 55..63,9,10,#D45386
XC_1167 9..17,XC_3446 129..137,9,10,#D45386
XC_1175 207..215,XC_1329 211..219,9,10,#D45386
XC_1175 207..215,XC_1813 69..77,9,10,#D45386
XC_1175 207..215,XC_2363 115..123,9,10,#D45386
